post_id,post_caption,content_type,total_likes,num_shares,comment_likes,original_comment_for_context,original_language,text_for_analysis
1305237061160540,"ಶ್ವಾಸ ಯೋಗ ಸಂಸ್ಥೆ ಹಾಗೂ
ಸಂತೋಷ್ ಲಾಡ್ ಫೌಂಡೇಶನ್ ವತಿಯಿಂದ ಬೆಂಗಳೂರಿನ ಪ್ಯಾಲೇಸ್ ಗ್ರೌಂಡ್ಸ್ ನಲ್ಲಿ ನಡೆದ
ಯೋಗರತ್ನ ಪ್ರಶಸ್ತಿ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ
ಮಾಜಿ ಮುಖ್ಯಮಂತ್ರಿಗಳು ಹಾಗೂ ಮಾನ್ಯ ಸಂಸದರಾದ ಬಸವರಾಜ್ ಬೊಮ್ಮಾಯಿಯವರು, 
ಮಾನ್ಯ ಸಚಿವರಾದ ಶ್ರೀ ಸಂತೋಷ್ ಲಾಡ್ ರವರು,
ಸಿದ್ದಗಂಗಾ ಮಠದ ಪರಮಪೂಜ್ಯರಾದ ಶ್ರೀ ಸಿದ್ದಲಿಂಗ ಮಹಾಸ್ವಾಮಿಗಳು,
ಶ್ವಾಸ ಗುರುಗಳಾದ ಪರಮಪೂಜ್ಯ ಶ್ರೀ ವಚನಾನಂದ ಸ್ವಾಮೀಜಿಯವರೊಂದಿಗೆ ಭಾಗವಹಿಸಿ ಉಕ್ರೇನ್ ದೇಶದ ಯೋಗಿನಿ ಒಲೇನಾ ತಾರಾಸೊವಾ ಅವರಿಗೆ 
ಯೋಗರತ್ನ ಪ್ರಶಸ್ತಿ -2025 ವಿತರಿಸಿ ಶುಭಾಶಯ ಕೋರಲಾಯಿತು.
Santosh Lad | Basavaraj Bommai 

#ShwasaYogaFoundation #YogarathnaAward2025",Unknown,359,15,0,ಮೇಡಮ್ ಅವರು ತುಂಬಾ ಭಕ್ತಿಯಾಗಿ ಇರುತ್ತಾರೆ ಪರಮಪೂಜೆಯ ಮಹಾತ್ಮರ ಆಶೀರ್ವಾದ ಇರುತ್ತೆ ಬಡವರ ಮಕ್ಕಳ ಕಷ್ಟಗಳನ್ನು ಪರಿಗಣಿಸುತ್ತಾರೆ ಮಕ್ಕಳು ಎಂದರೆ ದೇವರ ಯಾರಾದರೇನಂತೆ ಉನ್ನತವಾಗಿ ಕಾಣುತ್ತಾರೆ ಆ ಸ್ಥಳದಲ್ಲಿ ಹೋಗಿ ಅಧಿವೇಶನದಲ್ಲಿ ಮಾತನಾಡಿದ್ದಾರೆ ಪ್ರತಿನಿಧಿಗಳು ಕಷ್ಟಗಳನ್ನು ಕೇಳಿದ್ದಾರೆ 🙏🏻🌹,kn,"Madam, she is very devoted, has the blessings of the Supreme Lord, considers the hardships of the children of the poor, sees children as superior, like someone from God, has gone to that place and spoken at the convention, the representatives have heard about the hardships."
1305237061160540,"ಶ್ವಾಸ ಯೋಗ ಸಂಸ್ಥೆ ಹಾಗೂ
ಸಂತೋಷ್ ಲಾಡ್ ಫೌಂಡೇಶನ್ ವತಿಯಿಂದ ಬೆಂಗಳೂರಿನ ಪ್ಯಾಲೇಸ್ ಗ್ರೌಂಡ್ಸ್ ನಲ್ಲಿ ನಡೆದ
ಯೋಗರತ್ನ ಪ್ರಶಸ್ತಿ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ
ಮಾಜಿ ಮುಖ್ಯಮಂತ್ರಿಗಳು ಹಾಗೂ ಮಾನ್ಯ ಸಂಸದರಾದ ಬಸವರಾಜ್ ಬೊಮ್ಮಾಯಿಯವರು, 
ಮಾನ್ಯ ಸಚಿವರಾದ ಶ್ರೀ ಸಂತೋಷ್ ಲಾಡ್ ರವರು,
ಸಿದ್ದಗಂಗಾ ಮಠದ ಪರಮಪೂಜ್ಯರಾದ ಶ್ರೀ ಸಿದ್ದಲಿಂಗ ಮಹಾಸ್ವಾಮಿಗಳು,
ಶ್ವಾಸ ಗುರುಗಳಾದ ಪರಮಪೂಜ್ಯ ಶ್ರೀ ವಚನಾನಂದ ಸ್ವಾಮೀಜಿಯವರೊಂದಿಗೆ ಭಾಗವಹಿಸಿ ಉಕ್ರೇನ್ ದೇಶದ ಯೋಗಿನಿ ಒಲೇನಾ ತಾರಾಸೊವಾ ಅವರಿಗೆ 
ಯೋಗರತ್ನ ಪ್ರಶಸ್ತಿ -2025 ವಿತರಿಸಿ ಶುಭಾಶಯ ಕೋರಲಾಯಿತು.
Santosh Lad | Basavaraj Bommai 

#ShwasaYogaFoundation #YogarathnaAward2025",Unknown,359,15,0,Sati Mata Ki! Jay 🌺,hi-Latn,Victory to Sati Mata!
1305237061160540,"ಶ್ವಾಸ ಯೋಗ ಸಂಸ್ಥೆ ಹಾಗೂ
ಸಂತೋಷ್ ಲಾಡ್ ಫೌಂಡೇಶನ್ ವತಿಯಿಂದ ಬೆಂಗಳೂರಿನ ಪ್ಯಾಲೇಸ್ ಗ್ರೌಂಡ್ಸ್ ನಲ್ಲಿ ನಡೆದ
ಯೋಗರತ್ನ ಪ್ರಶಸ್ತಿ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ
ಮಾಜಿ ಮುಖ್ಯಮಂತ್ರಿಗಳು ಹಾಗೂ ಮಾನ್ಯ ಸಂಸದರಾದ ಬಸವರಾಜ್ ಬೊಮ್ಮಾಯಿಯವರು, 
ಮಾನ್ಯ ಸಚಿವರಾದ ಶ್ರೀ ಸಂತೋಷ್ ಲಾಡ್ ರವರು,
ಸಿದ್ದಗಂಗಾ ಮಠದ ಪರಮಪೂಜ್ಯರಾದ ಶ್ರೀ ಸಿದ್ದಲಿಂಗ ಮಹಾಸ್ವಾಮಿಗಳು,
ಶ್ವಾಸ ಗುರುಗಳಾದ ಪರಮಪೂಜ್ಯ ಶ್ರೀ ವಚನಾನಂದ ಸ್ವಾಮೀಜಿಯವರೊಂದಿಗೆ ಭಾಗವಹಿಸಿ ಉಕ್ರೇನ್ ದೇಶದ ಯೋಗಿನಿ ಒಲೇನಾ ತಾರಾಸೊವಾ ಅವರಿಗೆ 
ಯೋಗರತ್ನ ಪ್ರಶಸ್ತಿ -2025 ವಿತರಿಸಿ ಶುಭಾಶಯ ಕೋರಲಾಯಿತು.
Santosh Lad | Basavaraj Bommai 

#ShwasaYogaFoundation #YogarathnaAward2025",Unknown,359,15,0,ಪರಮಪೂಜ್ಯರುಗಳ ಹೆಸರು ಮೊದಲು ಬರೆಯಬೇಕು ಮೇಡಂ 🙏🏻🙏🏻,kn,"Madam, the names of the Most Venerables should be written first."
1303575554660024,"ಕುಂದವಾಡ ಕೆರೆಯಲ್ಲಿ ಹೂಳೆತ್ತುವ ಮೂಲಕ‌ ನೀರು ಶೇಖರಣೆ ಮಾಡಿದ್ದೇವೆ.ಇದರಿಂದ ಬೋರ್ ವೆಲ್ ಗಳಲ್ಲಿ ಹಾಗೂ ಮನೆಗಳಲ್ಲಿ ಜನರಿಗೆ ನೀರಿನ ಬವಣೆ ತಪ್ಪಿದೆ.ಜೊತೆಗೆ ಟಿವಿ ಸ್ಟೇಷನ್ ನಿಂದ ದಾವಣಗೆರೆ ನಗರದಲ್ಲಿ ಕುಡಿಯುವ ನೀರಿನ ತೊಂದರೆ ನಿವಾರಣೆಯಾಯಿತು.ದಾವ
ಣಗೆರೆಯ ಪಾರ್ಕ್ ಗಳಲ್ಲಿ ವಾಕಿಂಗ್ ಪಾಥ್ ನಿರ್ಮಾಣ ಮಾಡಲಾಗಿದೆ.ಓಪನ್ ಜಿಮ್  ಅಳವಡಿಸಲಾಗಿದೆ ಇದರಿಂದ ಜನರಿಗೆ ಅನುಕೂಲವಾಗಿದೆ..
""ದಾವಣಗೆರೆ ಅಭಿವೃದ್ಧಿ ಪಥದತ್ತ""...ಜಿಲ್ಲಾ ಉಸ್ತುವಾರಿ  ಸಚಿವರಾದ ಎಸ್ ಎಸ್ ಮಲ್ಲಿಕಾರ್ಜುನ್ ಅವರ ಕಾಳಜಿಯ ನುಡಿಗಳು...
#DavangereDevelopment #WaterConservation #UrbanDevelopment",Unknown,1212,23,0,ದಾವಣಗೆರೆ ಗಿಂತ ಸಣ್ಣ ಸಣ್ಣ ಊರುಗಳಲ್ಲಿ ಇವತ್ತು ವಿಮಾನ ನಿಲ್ದಾಣ ಗಳಿವೆ . ದಾವಣಗೆರೆ ನಲ್ಲಿ ಯಾವೊತೊ ಆಗಬೇಕಿತು,kn,"Today, there are airports in smaller towns than Davangere. Something had to happen in Davangere."
1301901368160776,"ಸಂಸದೆಯಾಗಿ ಒಂದು ವರ್ಷದಲ್ಲಿ ಅನುಭವದ ಜೊತೆಗೆ ನಮ್ಮ ಸ್ವಯಂ ವ್ಯಕ್ತಿತ್ವವಿರುತ್ತದೆ.
ಕೇಂದ್ರದಲ್ಲಿ ಬಿಜೆಪಿ ಸರ್ಕಾರ, ರಾಜ್ಯದಲ್ಲಿ ಕಾಂಗ್ರೆಸ್ ಸರ್ಕಾರವಿದೆ. ಆದರೂ ಒಬ್ಬ ಜನಪ್ರತಿನಿಧಿಯಾಗಿ ಜನರ ಸಮಸ್ಯೆಗಳನ್ನು ಪರಿಹರಿಸಲು ಕೈಲಾದಷ್ಟು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದೇನೆ.
ಜನರ ಕುಂದುಕೊರತೆಗಳ ನಿವಾರಣೆ ಬಗ್ಗೆ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೇನೆ. ಅದನ್ನು ಎಲ್ಲರೂ ಗಮನಿಸುತ್ತಿದ್ದಾರೆ. ಜೊತೆಗೆ ಮೆಚ್ಚುಗೆ ವ್ಯಕ್ತಪಡಿಸುತ್ತಿದ್ದಾರೆ.ಅದರಲ್ಲೂ ಮಹಿಳೆಯರನ್ನು ಆರ್ಥಿಕವಾಗಿ ಸಬಲರನ್ನಾಗಿಸುವ ಉದ್ದೇಶವಿದೆ. NRLM ನಲ್ಲಿ‌ ಒಳ್ಳೆಯ ಸ್ಕೀಂಗಳಿವೆ. ಮಹಿಳೆಯರಿಗೆ ಸೂಕ್ತ ತರಬೇತಿ ನೀಡಿ ಅವರು ತಯಾರಿಸಿದ ಉತ್ಪನ್ನಗಳಿಗೆ ರಾಷ್ಟ್ರ,ಅಂತರಾಷ್ಟ್ರೀಯ ಮಟ್ಟದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ವ್ಯವಸ್ಥೆ ಕಲ್ಪಿಸುವ ಉದ್ದೇಶವಿದೆ.ಹಾಗೇ ಕೇಂದ್ರ ಗೃಹ ಸಚಿವರಾದ ಶ್ರೀ ಅಮಿತ್ ಶಾ ಕೂಡ ನನ್ನ ಬಗ್ಗೆ ಮೆಚ್ಚುಗೆ ವ್ಯಕ್ತಪಡಿಸಿದ್ದಾರೆ. ಹೊಗಳಿಕೆ, ತೆಗಳಿಕೆ ಎಲ್ಲವೂ ನನಗೆ ಆಶೀರ್ವಾದ ಎಂದು ಕೊಳ್ಳುತ್ತೇನೆ....
#OneYearAsMP #NRLM #NammaPrabha #MPOfDavangere",Unknown,3565,124,1,ಪಕ್ಷ ಯಾವದಾದರೇನು ಒಳ್ಳೆಯ ವ್ಯಕ್ತಿತ್ವ ಒಳ್ಳೆಯ ಯೋಚನೆ ಒಳ್ಳೆಯ ಕೆಲಸ 🙏🙏🙏,kn,"What is a party? Good personality, good thinking, good work."
1301096791574567,"ದಾವಣಗೆರೆಯ ಬಾಪೂಜಿ ಬ್ಯಾಂಕ್ ಸಮುದಾಯ ಭವನದಲ್ಲಿ ಜಿಲ್ಲಾ ಪೋಲಿಸ್ ಇಲಾಖೆಯಿಂದ ಆಯೋಜಿಸಿದ್ದ ರಸ್ತೆ ಸುರಕ್ಷತೆಗಾಗಿ ವಿದ್ಯಾರ್ಥಿ ಸಂಘ ಆರಂಭೋತ್ಸವದಲ್ಲಿ ಮಾತನಾಡಲಾಯಿತು. ರಸ್ತೆ ಸುರಕ್ಷತೆ ಎಂಬುದು ಕೇವಲ ಪೋಲಿಸ್ ಇಲಾಖೆಯಷ್ಟೇ ಅಲ್ಲ, ಪ್ರತಿ ನಾಗರಿಕನ ನೈತಿಕ ಜವಾಬ್ದಾರಿಯಾಗಿದೆ. ಈ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಪೊಲೀಸ್ ಇಲಾಖೆ ವಿದ್ಯಾರ್ಥಿಗಳೊಂದಿಗೆ ಕೈಜೋಡಿಸಿ ರಸ್ತೆ ಸುರಕ್ಷತೆಗೆ ಮುನ್ನಡೆಸುತ್ತಿರುವ ಈ ಹೊಸ ಪ್ರಯತ್ನ – ""ವಿದ್ಯಾರ್ಥಿ ರಸ್ತೆ ಸುರಕ್ಷತಾ ಸಂಘ"" – ನಿಜಕ್ಕೂ ಶ್ಲಾಘನೀಯ. ವಿದ್ಯಾರ್ಥಿಗಳಿಂದಲೇ ಅರಿವು ಮೂಡಿಸುವುದು ಮಾದರಿಯಾಗಿದೆ. ವಿದ್ಯಾರ್ಥಿಗಳಲ್ಲಿ ಜಾಗೃತಿ, ಶಿಸ್ತು, ಜವಾಬ್ದಾರಿ ಇದ್ದಾಗ ಮಾತ್ರ ಅಪಘಾತಮುಕ್ತ ಸಮಾಜ ಸಾಧ್ಯ. ""ನಮ್ಮ ಸುರಕ್ಷತೆ ನಮ್ಮ ಕೈಯಲ್ಲಿದೆ"" ಎಂಬ ತತ್ವವಾಕ್ಯವನ್ನು ಜೀವನದ ಭಾಗವನ್ನಾಗಿ ಮಾಡಿಕೊಂಡು, ಪ್ರತಿಯೊಬ್ಬರೂ ಸಂಚಾರ ನಿಯಮಗಳನ್ನು ಪಾಲಿಸೋಣ, ಸಮಾಜದ ಒಳಿತಿಗಾಗಿ ಜವಾಬ್ದಾರಿ ನಿಭಾಯಿಸೋಣ. ಈ ವಿದ್ಯಾರ್ಥಿ ಸಂಘದ ಪ್ರಯತ್ನದಿಂದ ದಾವಣಗೆರೆ ಜಿಲ್ಲೆ ಇತರರಿಗೆ ಮಾದರಿಯಾಗಿ ಬೆಳಗಲಿ ಎಂಬ ಆಶಯ ನನ್ನದು....

#MPOfDavangere #prabhamallikarjun #davangere #davangerepolice",Unknown,515,7,0,,en,
1300578084959771,"ಎಸ್ ಎಸ್ ಕೇರ್ ಟ್ರಸ್ಟ್ ನೊಂದಿಗೆ ನನ್ನ ದಿನ....
#NammaPrabha #MPOfDavangere",Unknown,1990,22,0,Prabha..medom..mallashattihalli...N...H..48....bedge...madi.koduvadagi...matu..kottidiri...adannu...ulicikolli...mundina...chonavanalli..takka.pata...kalica..bakaguthadi,kn-Latn,Prabha..medom..mallashattihalli...N...H..48....bedge...madi.koduvadagi...matu..kottidiri...adannu...ulicikolli...mundina...chonavanalli..takka.pata...kalica..bakaguthi
1300578084959771,"ಎಸ್ ಎಸ್ ಕೇರ್ ಟ್ರಸ್ಟ್ ನೊಂದಿಗೆ ನನ್ನ ದಿನ....
#NammaPrabha #MPOfDavangere",Unknown,1990,22,0,ಮಾನ್ಯ ಶ್ರೀ ಮೇಡಂ ರವರಿಗೆ ಹುಟ್ಟು ಹಬ್ಬದ ಶುಭಾಶಯಗಳು.,kn,Happy birthday to the esteemed Mr. Madam.
1300578084959771,"ಎಸ್ ಎಸ್ ಕೇರ್ ಟ್ರಸ್ಟ್ ನೊಂದಿಗೆ ನನ್ನ ದಿನ....
#NammaPrabha #MPOfDavangere",Unknown,1990,22,0,ಮೇಡಂ ಗ್ರಾಮಾಂತರ ಪ್ರದೇಶಗಳಿಗೆ ಅಧಿಕಾರಿಗಳೊಂದಿಗೆ ಖುದ್ದಾಗಿ ಭೇಟಿ ನೀಡಿ. ಸಮಸ್ಯೆಗಳನ್ನು ಆಲಿಸಿ. ತಮ್ಮ ಲೋಕಸಭಾ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಬರುವ ಮಾನ್ಯ ಜಿಲ್ಲಾಧಿಕಾರಿಗಳು ಹಾಗೂ ತಾಲೂಕು ಮತ್ತು ಜಿಲ್ಲಾ ಮಟ್ಟದ ಅಧಿಕಾರಿಗಳಿಂದ feedback ಪಡೆಯಿರಿ. ಮನವಿದಾರರ ಕೆಲಸ ಆಗಿರುವ ಬಗ್ಗೆ ಆತನ ಮೊಬೈಲ್ ಗೆ ಮೆಸೇಜ್ ಮೂಲಕ ತಿಳಿಸಲು ತಮ್ಮ ಆಪ್ತ ಸಹಾಯಕರುಗಳಿಗೆ ನಿರ್ದೇಶಿಸಿ. ವಂದನೆಗಳು,kn,"Madam, personally visit the rural areas with the officials. Listen to the problems. Get feedback from the honorable Deputy Commissioners and Taluk and District level officials coming under your Lok Sabha constituency. Instruct your close aides to inform the petitioner about the work being done through a message on his mobile. Regards"
1299484898402423,"ದಾವಣಗೆರೆಯ ಜಿಲ್ಲಾಡಳಿತ ಭವನದಲ್ಲಿರುವ ನನ್ನ ಕಾರ್ಯಾಲಯದಲ್ಲಿ ಜನರ ಮನವಿಗಳನ್ನು ಸ್ವೀಕರಿಸಿ ಸೂಕ್ತ ಕ್ರಮ ಕೈಗೊಳ್ಳಲು ಸಂಬಂಧಿಸಿದ ಅಧಿಕಾರಿಗಳಿಗೆ ಸೂಚನೆ ನೀಡಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",Unknown,492,6,0,Madam,en,Madam
