post_id,post_caption,content_type,total_likes,num_shares,comment_text,comment_likes
1190483039302610,"ಗೃಹಕಚೇರಿಯಲ್ಲಿ ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",Unknown,161,4,God bless you each and every day of u life...we always pray for you..in our prayers 🙏,0
1190483039302610,"ಗೃಹಕಚೇರಿಯಲ್ಲಿ ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",Unknown,161,4,🚩💛❤️🇮🇳🍎🍎🌄🙏🎄🎄🍦🍦🥦🌾🌾🌾🪖🩺😍🎉😘🎶🥰🥰💕🍔🌅💋🤩⛄🍰🍰🔥🧬🥳⛱️🥪🥪🏬🏬 super working madam congratulations Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations 🚩💛❤️🇮🇳🪕⛑️📹🍞🍞🍥🍎🌄🙏🙏🎄🍦🥦🌾🌾🪖🪖🩺😍🎉😘🎶🥰🍔🌅🌅💋🤩⛄🍰🔥🧬⛱️🥪🥪🏬,0
1190483039302610,"ಗೃಹಕಚೇರಿಯಲ್ಲಿ ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",Unknown,161,4,🙏🌷Jai Ho 💐🇮🇳,0
1190483039302610,"ಗೃಹಕಚೇರಿಯಲ್ಲಿ ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",Unknown,161,4,👏👏👏💐,0
1189905516027029,"Newsday monday
Jan 20 - Jan 26
#NammaPrabha #MPOfDavangere",Unknown,63,2,ಮೇಡಂ ಚಾಮರಾಜನಗರಕ್ಕೆ ಒಂದು ಸಾರಿ ಭೇಟಿ ಮಾಡಿ ನೀವು ಸರ್ವರಿಗೂ ಸಮಾನತೆ ಕಂಡವರು 🙏🏻🌹,0
1189905516027029,"Newsday monday
Jan 20 - Jan 26
#NammaPrabha #MPOfDavangere",Unknown,63,2,ಇಲ್ಲಿ ಸಮಸ್ಯೆ ಬಗಿರಿದಿಲ್ಲ ಇನ್ನು ಅಲ್ಲಿ,0
1189905516027029,"Newsday monday
Jan 20 - Jan 26
#NammaPrabha #MPOfDavangere",Unknown,63,2,Congralation  🙏,0
1189905516027029,"Newsday monday
Jan 20 - Jan 26
#NammaPrabha #MPOfDavangere",Unknown,63,2,,0
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,"ತುಂಬಾ ಉತ್ತಮ ವಾದ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೀರಿ ಮೇಡಂ ಇದೆ ರೀತಿ ಕಾರ್ಯ ಮುಂದುವರೆಯಲಿ ಎಂದು ಆರಸುವ ನಿಮ್ಮ ಪಕ್ಷದ ಸಹೋದರ, ಶೇಖರಪ್ಪ Huchavvanahalli,
ಮಾಜಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಸದಸ್ಯರು 🙏🙏🙏",0
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,🙏🙏💐💐💐💐💐💐💐🙏💐🙏💐🙏💐🙏💐🙏💐🙏💐🙏,0
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,Congralation,0
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,"Good morning', madum ji",0
