post_id,post_caption,content_type,total_likes,num_shares,comment_text,comment_likes
1260990822251831,"ದಾವಣಗೆರೆ ತಾಲ್ಲೂಕಿನ ಬಿ. ಕಲಪನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ನೂತನವಾಗಿ ನಿರ್ಮಿಸಿರುವ ಶ್ರೀ ಬಸವೇಶ್ವರ ವೃತದಲ್ಲಿ ಶ್ರೀ ಬಸವೇಶ್ವರ ಪುತ್ಥಳಿಯ ಪ್ರತಿಮೆಯನ್ನು ಅನಾವರಣಗೊಳಿಸಲಾಯಿತು. ಈ ಸಂದರ್ಭದಲ್ಲಿ ಜಿಲ್ಲಾ ಉಸ್ತುವಾರಿ ಸಚಿವರಾದ ಎಸ್ ಎಸ್ ಮಲ್ಲಿಕಾರ್ಜುನ್ ಹಾಗೂ ಗ್ರಾಮಸ್ಥರು, ಮುಖಂಡರುಗಳು,ಕಾರ್ಯಕರ್ತರು ಉಪಸ್ಥಿತರಿದ್ದರು.
S S Mallikarjun 

#Basaveshwara #BKalappanahalli #SSMallikarjun",Unknown,288,3,,0
1260955168922063,"ದಾವಣಗೆರೆ ತಾಲ್ಲೂಕಿನ ಕಕ್ಕರಗೊಳ್ಳ ಗ್ರಾಮದಲ್ಲಿ ಬುಧವಾರ ನಡೆದ ಗ್ರಾಮದೇವತೆ ಊರಮ್ಮದೇವಿಯ ದೇವಸ್ಥಾನದ ಲೋಕಾರ್ಪಣೆ ನೆರವೇರಿಸಿ ನಂತರ ವೇದಿಕೆ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಮಾತನಾಡಲಾಯಿತು. ನನ್ನ ಹುಟ್ಟೂರಿನಲ್ಲಿ ನನ್ನ ಬಾಲ್ಯದ ದಿನಗಳನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳುವ ಸಂದರ್ಭ ಒದಗಿಬಂದಿತ್ತು.ನಾನು ಆಡಿ ಬೆಳೆದ ನನ್ನೂರಿನಲ್ಲಿ ನನ್ನ ಜನರು ಹಾಗೂ ಕುಟುಂಬದ ಸದಸ್ಯರ ಮಧ್ಯೆ ವೇದಿಕೆಯಲ್ಲಿ ನನ್ನ ಅನಿಸಿಕೆ ಹಂಚಿಕೊಳ್ಳುವ ಅವಕಾಶ ನನ್ನದಾಗಿತ್ತು.ಈ ಅವಕಾಶ ಒದಗಿಸಿಕೊಟ್ಟ ಎಲ್ಲರಿಗೂ ಅನಂತ ಧನ್ಯವಾದಗಳು...
S S Mallikarjun 

#Inauguration #TempleOpening #Kakragolla",Unknown,129,2,Yar personal life ge hogbedi mam ಗುರುಗಳೇ ಯಾವನೋ ಮಾತು kelkondu,0
1260955168922063,"ದಾವಣಗೆರೆ ತಾಲ್ಲೂಕಿನ ಕಕ್ಕರಗೊಳ್ಳ ಗ್ರಾಮದಲ್ಲಿ ಬುಧವಾರ ನಡೆದ ಗ್ರಾಮದೇವತೆ ಊರಮ್ಮದೇವಿಯ ದೇವಸ್ಥಾನದ ಲೋಕಾರ್ಪಣೆ ನೆರವೇರಿಸಿ ನಂತರ ವೇದಿಕೆ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಮಾತನಾಡಲಾಯಿತು. ನನ್ನ ಹುಟ್ಟೂರಿನಲ್ಲಿ ನನ್ನ ಬಾಲ್ಯದ ದಿನಗಳನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳುವ ಸಂದರ್ಭ ಒದಗಿಬಂದಿತ್ತು.ನಾನು ಆಡಿ ಬೆಳೆದ ನನ್ನೂರಿನಲ್ಲಿ ನನ್ನ ಜನರು ಹಾಗೂ ಕುಟುಂಬದ ಸದಸ್ಯರ ಮಧ್ಯೆ ವೇದಿಕೆಯಲ್ಲಿ ನನ್ನ ಅನಿಸಿಕೆ ಹಂಚಿಕೊಳ್ಳುವ ಅವಕಾಶ ನನ್ನದಾಗಿತ್ತು.ಈ ಅವಕಾಶ ಒದಗಿಸಿಕೊಟ್ಟ ಎಲ್ಲರಿಗೂ ಅನಂತ ಧನ್ಯವಾದಗಳು...
S S Mallikarjun 

#Inauguration #TempleOpening #Kakragolla",Unknown,129,2,Yasto jeeva ಬೀದಿಗೆ biddave,0
1260955168922063,"ದಾವಣಗೆರೆ ತಾಲ್ಲೂಕಿನ ಕಕ್ಕರಗೊಳ್ಳ ಗ್ರಾಮದಲ್ಲಿ ಬುಧವಾರ ನಡೆದ ಗ್ರಾಮದೇವತೆ ಊರಮ್ಮದೇವಿಯ ದೇವಸ್ಥಾನದ ಲೋಕಾರ್ಪಣೆ ನೆರವೇರಿಸಿ ನಂತರ ವೇದಿಕೆ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಮಾತನಾಡಲಾಯಿತು. ನನ್ನ ಹುಟ್ಟೂರಿನಲ್ಲಿ ನನ್ನ ಬಾಲ್ಯದ ದಿನಗಳನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳುವ ಸಂದರ್ಭ ಒದಗಿಬಂದಿತ್ತು.ನಾನು ಆಡಿ ಬೆಳೆದ ನನ್ನೂರಿನಲ್ಲಿ ನನ್ನ ಜನರು ಹಾಗೂ ಕುಟುಂಬದ ಸದಸ್ಯರ ಮಧ್ಯೆ ವೇದಿಕೆಯಲ್ಲಿ ನನ್ನ ಅನಿಸಿಕೆ ಹಂಚಿಕೊಳ್ಳುವ ಅವಕಾಶ ನನ್ನದಾಗಿತ್ತು.ಈ ಅವಕಾಶ ಒದಗಿಸಿಕೊಟ್ಟ ಎಲ್ಲರಿಗೂ ಅನಂತ ಧನ್ಯವಾದಗಳು...
S S Mallikarjun 

#Inauguration #TempleOpening #Kakragolla",Unknown,129,2,Ee ನಾಗಭಾಷನ್ kurki revansiddappa ee turchkattada ಬಸವರಾಜಪ್ಪ ಮಾತು keli,0
1260955168922063,"ದಾವಣಗೆರೆ ತಾಲ್ಲೂಕಿನ ಕಕ್ಕರಗೊಳ್ಳ ಗ್ರಾಮದಲ್ಲಿ ಬುಧವಾರ ನಡೆದ ಗ್ರಾಮದೇವತೆ ಊರಮ್ಮದೇವಿಯ ದೇವಸ್ಥಾನದ ಲೋಕಾರ್ಪಣೆ ನೆರವೇರಿಸಿ ನಂತರ ವೇದಿಕೆ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಮಾತನಾಡಲಾಯಿತು. ನನ್ನ ಹುಟ್ಟೂರಿನಲ್ಲಿ ನನ್ನ ಬಾಲ್ಯದ ದಿನಗಳನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳುವ ಸಂದರ್ಭ ಒದಗಿಬಂದಿತ್ತು.ನಾನು ಆಡಿ ಬೆಳೆದ ನನ್ನೂರಿನಲ್ಲಿ ನನ್ನ ಜನರು ಹಾಗೂ ಕುಟುಂಬದ ಸದಸ್ಯರ ಮಧ್ಯೆ ವೇದಿಕೆಯಲ್ಲಿ ನನ್ನ ಅನಿಸಿಕೆ ಹಂಚಿಕೊಳ್ಳುವ ಅವಕಾಶ ನನ್ನದಾಗಿತ್ತು.ಈ ಅವಕಾಶ ಒದಗಿಸಿಕೊಟ್ಟ ಎಲ್ಲರಿಗೂ ಅನಂತ ಧನ್ಯವಾದಗಳು...
S S Mallikarjun 

#Inauguration #TempleOpening #Kakragolla",Unknown,129,2,But ending...... Mast eruttw,0
1260822772268636,"ಬಸವಜಯಂತಿಯ ಪ್ರಯುಕ್ತ ನಮ್ಮ ನಿವಾಸದಲ್ಲಿರುವ ಗೋವುಗಳಿಗೆ ಕುಟುಂಬದ ಸದಸ್ಯರೊಂದಿಗೆ ವಿಶೇಷ ಪೂಜೆ ನೆರವೇರಿಸಲಾಯಿತು.
S S Mallikarjun 

#BasavaJayanthi #SpecialPooja #Basavanna",Unknown,778,9,🙏 ಬಸವ ಜಯಂತಿಯ ಶುಭಾಶಯಗಳು,0
1260822772268636,"ಬಸವಜಯಂತಿಯ ಪ್ರಯುಕ್ತ ನಮ್ಮ ನಿವಾಸದಲ್ಲಿರುವ ಗೋವುಗಳಿಗೆ ಕುಟುಂಬದ ಸದಸ್ಯರೊಂದಿಗೆ ವಿಶೇಷ ಪೂಜೆ ನೆರವೇರಿಸಲಾಯಿತು.
S S Mallikarjun 

#BasavaJayanthi #SpecialPooja #Basavanna",Unknown,778,9,ನಿಮ್ಮಂಥವರು ಸಮಾಜಕ್ಕೆ ಕಳಂಕ ಮೇಡಮ್ ದಯವಿಟ್ಟು ಬದಲಾವಣೆ ಮಾಡಿಕೊಳ್ಳಿ ಮೂಢರು ಮಾಡಿರುವ ಕೆಲಸ. ಸಂಕ್ರಾಂತಿ ಹಬ್ಬಕ್ಕೆ ಮಾಡಿ ಎತ್ತುಗಳ ಪೂಜೆ ಮಾಡಿ. ಎತ್ತು ಪೂಜೆಮಾಡಿ ಒಳ್ಳೆಯದು ಆದರೆ ಸಂಕ್ರಾಂತಿ ಮಾಡಿ. ಸಮಾಜಕ್ಕೆ ಒಳ್ಳೆಯ ಮೇಸೇಜ್ ಹೋಗಲಿ.,0
1260822772268636,"ಬಸವಜಯಂತಿಯ ಪ್ರಯುಕ್ತ ನಮ್ಮ ನಿವಾಸದಲ್ಲಿರುವ ಗೋವುಗಳಿಗೆ ಕುಟುಂಬದ ಸದಸ್ಯರೊಂದಿಗೆ ವಿಶೇಷ ಪೂಜೆ ನೆರವೇರಿಸಲಾಯಿತು.
S S Mallikarjun 

#BasavaJayanthi #SpecialPooja #Basavanna",Unknown,778,9,🙏 ಬಸವ ಜಯಂತಿಯ ಶುಭಾಶಯಗಳು ದೇವರು ನಿಮ್ಮ ಕುಟುಂಬವನ್ನು ಆಶೀರ್ವದಿಸಲಿ,0
1260822772268636,"ಬಸವಜಯಂತಿಯ ಪ್ರಯುಕ್ತ ನಮ್ಮ ನಿವಾಸದಲ್ಲಿರುವ ಗೋವುಗಳಿಗೆ ಕುಟುಂಬದ ಸದಸ್ಯರೊಂದಿಗೆ ವಿಶೇಷ ಪೂಜೆ ನೆರವೇರಿಸಲಾಯಿತು.
S S Mallikarjun 

#BasavaJayanthi #SpecialPooja #Basavanna",Unknown,778,9,ಬಸವ ಜಯಂತಿ ಎಂದರೆ ಎತ್ತುಗಳ ಪೂಜೆಯಲ್ಲ ಮೇಡಂ ವಿಶ್ವಗುರು ಭಕ್ತಿ ಭಂಡಾರಿ ಮೊದಲ ಪ್ರಜಾಪ್ರಭುತ್ವದ ಜನಕ ವಿಶ್ವಗುರು ಬಸವಣ್ಣನವರ ಜಯಂತಿ,1
1260822772268636,"ಬಸವಜಯಂತಿಯ ಪ್ರಯುಕ್ತ ನಮ್ಮ ನಿವಾಸದಲ್ಲಿರುವ ಗೋವುಗಳಿಗೆ ಕುಟುಂಬದ ಸದಸ್ಯರೊಂದಿಗೆ ವಿಶೇಷ ಪೂಜೆ ನೆರವೇರಿಸಲಾಯಿತು.
S S Mallikarjun 

#BasavaJayanthi #SpecialPooja #Basavanna",Unknown,778,9,ವಿಶ್ವ ಗುರು ಬಸವಣ್ಣ ನಿಮ್ಮ ಕುಟುಂಬಕ್ಕೆ ಸದಾ ಆಶೀರ್ವಾದ ನೀಡಲಿ ಕೇತ್ರದಲ್ಲಿ ಅಭಿರುದ್ದಿ ಚೆನ್ನಾಗಿ ಮಾಡಲಿ ಮತದಾರರು ಅಶೀರ್ವಾದ ಸದಾ ಇರಲಿ ನಂತರದ ಎಲೆಕ್ಷನ್ನಲ್ಲೀ ಹೆಚ್ಚು ಬಹುಮತದಿಂದ ಅರಿಸಿ ಕೇಂದ್ರದಲ್ಲಿ ಮಂತ್ರಿ ಆಗುವದು ಖಚಿತ  ನಿಶಿಚಿತ ಬಸವಣ್ಣ ಜಯಂತಿ ಶುಭಾಶಯಗಳು ಅಮ್ಮ 🙏,0
