post_id,post_caption,content_type,total_likes,num_shares,comment_text,comment_likes
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,Good work dear madam 👍 👏  😊,0
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,"Good work 
Keep it up madam",0
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,Good.m.p.D.v.G.,0
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,Jai prabamma,0
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,Congratulations,0
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,ಮೇಡಮ್ ಆರೋಗ್ಯ ಇಲಾಖೆ ಯಲ್ಲಿ ಹೆಲ್ತ್ ಇನ್ಸ್ಪೆಕ್ಟರ್ ಕಾಲ್ ಮಾಡಿ 8 ವರ್ಷ ಆಯ್ತು ಇದರ ಬಗ್ಗೆ ಸ್ವಲ್ಪ ದನಿಯೆತ್ತಿ,0
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,Meadam namma halleenda guruseddapuradavargea road madese meadam,0
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,,0
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,,0
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,,0
