post_id,post_caption,content_type,total_likes,num_shares,comment_likes,original_comment_for_context,original_language,text_for_analysis
1190483039302610,"ಗೃಹಕಚೇರಿಯಲ್ಲಿ ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",Unknown,161,4,0,God bless you each and every day of u life...we always pray for you..in our prayers 🙏,en,God bless you each and every day of u life...we always pray for you..in our prayers
1190483039302610,"ಗೃಹಕಚೇರಿಯಲ್ಲಿ ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",Unknown,161,4,0,🚩💛❤️🇮🇳🍎🍎🌄🙏🎄🎄🍦🍦🥦🌾🌾🌾🪖🩺😍🎉😘🎶🥰🥰💕🍔🌅💋🤩⛄🍰🍰🔥🧬🥳⛱️🥪🥪🏬🏬 super working madam congratulations Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations 🚩💛❤️🇮🇳🪕⛑️📹🍞🍞🍥🍎🌄🙏🙏🎄🍦🥦🌾🌾🪖🪖🩺😍🎉😘🎶🥰🍔🌅🌅💋🤩⛄🍰🔥🧬⛱️🥪🥪🏬,te-Latn,🥦🪖🩺🥰🥰🤩🧬🥳🥪🥪 super working madam congratulations Jai hind Jai baratha mathaki Jai Jawan Jai Kishan madam congratulations 🪕🥦🪖🪖🩺🥰🤩🧬🥪🥪
1190483039302610,"ಗೃಹಕಚೇರಿಯಲ್ಲಿ ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",Unknown,161,4,0,🙏🌷Jai Ho 💐🇮🇳,hi-Latn,Hail Lord
1190483039302610,"ಗೃಹಕಚೇರಿಯಲ್ಲಿ ನನ್ನ ದಿನಚರಿ
#NammaPrabha #MPOfDavangere",Unknown,161,4,0,👏👏👏💐,en,
1189905516027029,"Newsday monday
Jan 20 - Jan 26
#NammaPrabha #MPOfDavangere",Unknown,63,2,0,ಮೇಡಂ ಚಾಮರಾಜನಗರಕ್ಕೆ ಒಂದು ಸಾರಿ ಭೇಟಿ ಮಾಡಿ ನೀವು ಸರ್ವರಿಗೂ ಸಮಾನತೆ ಕಂಡವರು 🙏🏻🌹,kn,"Madam, visit Chamarajanagar once and you will see equality for everyone."
1189905516027029,"Newsday monday
Jan 20 - Jan 26
#NammaPrabha #MPOfDavangere",Unknown,63,2,0,ಇಲ್ಲಿ ಸಮಸ್ಯೆ ಬಗಿರಿದಿಲ್ಲ ಇನ್ನು ಅಲ್ಲಿ,kn,"The problem is not here, it&#39;s there."
1189905516027029,"Newsday monday
Jan 20 - Jan 26
#NammaPrabha #MPOfDavangere",Unknown,63,2,0,Congralation  🙏,en,Congralation
1189905516027029,"Newsday monday
Jan 20 - Jan 26
#NammaPrabha #MPOfDavangere",Unknown,63,2,0,,en,
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,0,"ತುಂಬಾ ಉತ್ತಮ ವಾದ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೀರಿ ಮೇಡಂ ಇದೆ ರೀತಿ ಕಾರ್ಯ ಮುಂದುವರೆಯಲಿ ಎಂದು ಆರಸುವ ನಿಮ್ಮ ಪಕ್ಷದ ಸಹೋದರ, ಶೇಖರಪ್ಪ Huchavvanahalli,
ಮಾಜಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಸದಸ್ಯರು 🙏🙏🙏",kn,"You are doing a very good job, Madam. I hope that this work will continue. Your party brother, Shekharappa Huchavvanahalli, former Gram Panchayat member."
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,0,🙏🙏💐💐💐💐💐💐💐🙏💐🙏💐🙏💐🙏💐🙏💐🙏💐🙏,en,
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,0,Congralation,en,Congralation
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,0,"Good morning', madum ji",mt,"Good morning, I&#39;m sorry."
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,0,Madam 🔥🔥,en,Madam
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,0,ಹರಸುವ,kn,Cursive
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,0,Jai prabamma,lt,She&#39;s fine.
1192099282474319,"ಬುಧವಾರದ ದಿನಸೂಚಿ.....
#NammaPrabha #MPOfDavangere",Unknown,286,10,0,💐🤝🤝🤝🤝🤝,und,🤝🤝🤝🤝🤝
1190641155953465,"ದಾವಣಗೆರೆಯ ವಾರ್ಡ್ 21 ರ ಬಸಾಪುರದ‌ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ವಾರ್ಷಿಕೋತ್ಸವ ಸಮಾರಂಭದಲ್ಲಿ ಭಾಗವಹಿಸಲಾಯಿತು.ಶಾಲೆಯ ಮಕ್ಕಳ ಶಿಸ್ತು, ಅಲ್ಲಿಯ ಸ್ವಚ್ಚ ಹಾಗೂ ಸುಂದರ ವಾತಾವರಣ ಮಾದರಿಯಾಗಿದೆ. ‌ಶಾಲೆಯಲ್ಲಿ ಇಂಗ್ಲಿಷ್ ಮಾಧ್ಯಮ ಪ್ರಾರಂಭಿಸಲಾಗಿರುವುದು ಮಕ್ಕಳಲ್ಲಿ ಕಲಿಕೆಗೆ ಸಹಕಾರಿಯಾಗಿದೆ.
#NammaPrabha #MPOfDavangere",Unknown,271,13,0,Nice,en,Nice
1190641155953465,"ದಾವಣಗೆರೆಯ ವಾರ್ಡ್ 21 ರ ಬಸಾಪುರದ‌ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ವಾರ್ಷಿಕೋತ್ಸವ ಸಮಾರಂಭದಲ್ಲಿ ಭಾಗವಹಿಸಲಾಯಿತು.ಶಾಲೆಯ ಮಕ್ಕಳ ಶಿಸ್ತು, ಅಲ್ಲಿಯ ಸ್ವಚ್ಚ ಹಾಗೂ ಸುಂದರ ವಾತಾವರಣ ಮಾದರಿಯಾಗಿದೆ. ‌ಶಾಲೆಯಲ್ಲಿ ಇಂಗ್ಲಿಷ್ ಮಾಧ್ಯಮ ಪ್ರಾರಂಭಿಸಲಾಗಿರುವುದು ಮಕ್ಕಳಲ್ಲಿ ಕಲಿಕೆಗೆ ಸಹಕಾರಿಯಾಗಿದೆ.
#NammaPrabha #MPOfDavangere",Unknown,271,13,0,ಮಾನ್ಯ ಸಂಸದರಲ್ಲೇ ಒಂದು ಮನವಿ ಇದೇ ರೀತಿಯಾಗಿ ಸರ್ಕಾರಿ ಶಾಲೆಗಳನ್ನು ಇಂಗ್ಲಿಷ್ ಮಾಧ್ಯಮಗಳನ್ನಾಗಿ ಪರಿವರ್ತಿಸಿ ಬಡವರ ಮಕ್ಕಳ ವಿದ್ಯಾಭ್ಯಾಸಕ್ಕೆ ಅನುಕೂಲ ಮಾಡಿಕೊಡಬೇಕಾಗಿ ವಿನಂತಿ ನಿಮ್ಮ ಕಾರ್ಯಕ್ರಮಗಳು ಚೆನ್ನಾಗಿದೆ ಮತ್ತು ಒಂದು ಸಲಹೆ ಸರ್ಕಾರಿ ಶಾಲೆಗಳ ಬಗ್ಗೆ ಪ್ರಥಮ ಪ್ರಶಸ್ತವನ್ನು ನೀಡಬೇಕಾಗಿ ಕೇಳಿಕೊಳ್ಳುತ್ತೇವೆ,kn,"A request to the honorable MPs, similarly, to convert government schools to English medium and facilitate the education of poor children. Your programs are good and one suggestion is to give first preference to government schools."
1190641155953465,"ದಾವಣಗೆರೆಯ ವಾರ್ಡ್ 21 ರ ಬಸಾಪುರದ‌ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ವಾರ್ಷಿಕೋತ್ಸವ ಸಮಾರಂಭದಲ್ಲಿ ಭಾಗವಹಿಸಲಾಯಿತು.ಶಾಲೆಯ ಮಕ್ಕಳ ಶಿಸ್ತು, ಅಲ್ಲಿಯ ಸ್ವಚ್ಚ ಹಾಗೂ ಸುಂದರ ವಾತಾವರಣ ಮಾದರಿಯಾಗಿದೆ. ‌ಶಾಲೆಯಲ್ಲಿ ಇಂಗ್ಲಿಷ್ ಮಾಧ್ಯಮ ಪ್ರಾರಂಭಿಸಲಾಗಿರುವುದು ಮಕ್ಕಳಲ್ಲಿ ಕಲಿಕೆಗೆ ಸಹಕಾರಿಯಾಗಿದೆ.
#NammaPrabha #MPOfDavangere",Unknown,271,13,0,ನಿಮ್ಮ ಸಂಸ್ಕೃತಿ ನಮಗೆಮತ್ತು ಮುಂದಿನ ಪೀಳಿಗೆಗೆ ದಾರಿ ದೀಪ....,kn,Your culture is a guiding light for us and the next generation....
1190641155953465,"ದಾವಣಗೆರೆಯ ವಾರ್ಡ್ 21 ರ ಬಸಾಪುರದ‌ ಸರ್ಕಾರಿ ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಯ ವಾರ್ಷಿಕೋತ್ಸವ ಸಮಾರಂಭದಲ್ಲಿ ಭಾಗವಹಿಸಲಾಯಿತು.ಶಾಲೆಯ ಮಕ್ಕಳ ಶಿಸ್ತು, ಅಲ್ಲಿಯ ಸ್ವಚ್ಚ ಹಾಗೂ ಸುಂದರ ವಾತಾವರಣ ಮಾದರಿಯಾಗಿದೆ. ‌ಶಾಲೆಯಲ್ಲಿ ಇಂಗ್ಲಿಷ್ ಮಾಧ್ಯಮ ಪ್ರಾರಂಭಿಸಲಾಗಿರುವುದು ಮಕ್ಕಳಲ್ಲಿ ಕಲಿಕೆಗೆ ಸಹಕಾರಿಯಾಗಿದೆ.
#NammaPrabha #MPOfDavangere",Unknown,271,13,0,🙏,en,
