post_id,post_caption,content_type,total_likes,num_shares,comment_likes,original_comment_for_context,original_language,text_for_analysis
1213346187016295,"ದಾವಣಗೆರೆ ಗೃಹಕಚೇರಿಯಲ್ಲಿ ಸಾರ್ವಜನಿಕರನ್ನು ಭೇಟಿ ಮಾಡಲಾಯಿತು. ಸಮಾರಂಭಗಳಿಗೆ ಆತ್ಮೀಯವಾಗಿ ಆಹ್ವಾನಿಸಿದವರಿಗೆ ಸ್ಪಂದಿಸಲಾಯಿತು. ಜನರ ಕೆಲಸಗಳಿಗೆ ನನ್ನ ಮೊದಲ ಆದ್ಯತೆ
#NammaPrabha #MPOfDavangere",Unknown,178,8,1,ಇನ್ನು ಮುಂದೆ ನೀವು ದಾವಣಗೆರೆಯ ಖಾಯಂ ಎಂ.ಪಿ.ನಿಮ್ಮ ತರ ಜನಸಾಮಾನ್ಯರ ಜೊತೆ ಬೆರೆತು ಓಡಾಡಿ ಕೆಲಸ ಮಾಡುವವರು ವಿರಳ.🙏,kn,"From now on, you are the permanent MP of Davangere. There are few people like you who mix with the common people and work."
1213237397027174,"ಚನ್ನಗಿರಿ ತಾಲ್ಲೂಕಿನ ಕಾಕನೂರು ಗ್ರಾಮದಲ್ಲಿ ಕಾರ್ಯಕರ್ತರ ನಿವಾಸಕ್ಕೆ ಭೇಟಿ ನೀಡಲಾಯಿತು. ಈ ವೇಳೆ ನೂತನ ವಧು- ವರರಿಗೆ ಆಶೀರ್ವದಿಸಿ ಶುಭಹಾರೈಸಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",Unknown,278,4,0,Congratulations mam,en,Congratulations mam
1213237397027174,"ಚನ್ನಗಿರಿ ತಾಲ್ಲೂಕಿನ ಕಾಕನೂರು ಗ್ರಾಮದಲ್ಲಿ ಕಾರ್ಯಕರ್ತರ ನಿವಾಸಕ್ಕೆ ಭೇಟಿ ನೀಡಲಾಯಿತು. ಈ ವೇಳೆ ನೂತನ ವಧು- ವರರಿಗೆ ಆಶೀರ್ವದಿಸಿ ಶುಭಹಾರೈಸಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",Unknown,278,4,0,Congratulations,en,Congratulations
1213237397027174,"ಚನ್ನಗಿರಿ ತಾಲ್ಲೂಕಿನ ಕಾಕನೂರು ಗ್ರಾಮದಲ್ಲಿ ಕಾರ್ಯಕರ್ತರ ನಿವಾಸಕ್ಕೆ ಭೇಟಿ ನೀಡಲಾಯಿತು. ಈ ವೇಳೆ ನೂತನ ವಧು- ವರರಿಗೆ ಆಶೀರ್ವದಿಸಿ ಶುಭಹಾರೈಸಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",Unknown,278,4,0,"ಮೇಡಂ...ನಮ್ಮೂರಿಗೂ ಒಮ್ಮೆ ಭೇಟಿ ಕೊಡಿ... ನಿಮ್ಮ ಅಭಿಮಾನಿ 
    ಹರೀಶ್",kn,Madam...please visit our village once...your fan Harish
1213116430372604,"ಜನಪ್ರತಿನಿಧಿಗಳಾದವರಿಗೆ ತಮ್ಮ ಕೆಲಸದ ಬಗ್ಗೆ ದೃಷ್ಟಿಕೋನವಿರುವುದು ಮುಖ್ಯ. ಈ‌ ನಿಟ್ಟಿನಲ್ಲಿ ಕೆಲಸ ಮಾಡುವುದು ನನ್ನ ಉದ್ದೇಶ
#NammaPrabha #MPOfDavangere",Unknown,104,6,0,Good wishes,en,Good wishes
1213116430372604,"ಜನಪ್ರತಿನಿಧಿಗಳಾದವರಿಗೆ ತಮ್ಮ ಕೆಲಸದ ಬಗ್ಗೆ ದೃಷ್ಟಿಕೋನವಿರುವುದು ಮುಖ್ಯ. ಈ‌ ನಿಟ್ಟಿನಲ್ಲಿ ಕೆಲಸ ಮಾಡುವುದು ನನ್ನ ಉದ್ದೇಶ
#NammaPrabha #MPOfDavangere",Unknown,104,6,0,Beautiful moment 👌❤️❤️,en,Beautiful moment
1213116430372604,"ಜನಪ್ರತಿನಿಧಿಗಳಾದವರಿಗೆ ತಮ್ಮ ಕೆಲಸದ ಬಗ್ಗೆ ದೃಷ್ಟಿಕೋನವಿರುವುದು ಮುಖ್ಯ. ಈ‌ ನಿಟ್ಟಿನಲ್ಲಿ ಕೆಲಸ ಮಾಡುವುದು ನನ್ನ ಉದ್ದೇಶ
#NammaPrabha #MPOfDavangere",Unknown,104,6,0,Mindblowing mam🥰🥰🥰,hi-Latn,Amazing mam🥰🥰🥰
1212955873721993,"ಇಂದಿನ ದಿನಚರಿ...
#NammaPrabha #MPOfDavangere",Unknown,258,5,0,,en,
1213119423705638,"ಚನ್ನಗಿರಿ ಕ್ಷೇತ್ರದಲ್ಲಿ ಕಾರ್ಯಕರ್ತರ ನಿವಾಸಕ್ಕೆ ಭೇಟಿ ನೀಡಲಾಯಿತು. ಈ ವೇಳೆ ಸ್ಥಳೀಯ ನಾಗರೀಕರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು.ರಸ್ತೆ,ಚರಂಡಿ ವ್ಯವಸ್ಥೆ, ಸ್ವಚ್ಚತೆ ಹಾಗೂ ಸಮರ್ಪಕ ಕುಡಿಯುವ ನೀರು ಸೇರಿದಂತೆ ಮೂಲಭೂತ ಸೌಲಭ್ಯಗಳ ಕುರಿತು ವಿಚಾರಿಸಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",Unknown,329,9,0,Beautiful job  well done 👏,en,Beautiful job well done
1213119423705638,"ಚನ್ನಗಿರಿ ಕ್ಷೇತ್ರದಲ್ಲಿ ಕಾರ್ಯಕರ್ತರ ನಿವಾಸಕ್ಕೆ ಭೇಟಿ ನೀಡಲಾಯಿತು. ಈ ವೇಳೆ ಸ್ಥಳೀಯ ನಾಗರೀಕರ ಕುಂದುಕೊರತೆಗಳನ್ನು ಆಲಿಸಲಾಯಿತು.ರಸ್ತೆ,ಚರಂಡಿ ವ್ಯವಸ್ಥೆ, ಸ್ವಚ್ಚತೆ ಹಾಗೂ ಸಮರ್ಪಕ ಕುಡಿಯುವ ನೀರು ಸೇರಿದಂತೆ ಮೂಲಭೂತ ಸೌಲಭ್ಯಗಳ ಕುರಿತು ವಿಚಾರಿಸಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",Unknown,329,9,0,Beautiful job well done 👏❤️,en,Beautiful job well done
