post_id,post_caption,content_type,total_likes,num_shares,comment_likes,original_comment_for_context,original_language,text_for_analysis,sentiment_score,topic
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,Good work dear madam 👍 👏  😊,en,Good work dear madam,1.0,Praise
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,"Good work 
Keep it up madam",en,Good work Keep it up madam,1.0,Praise
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,Good.m.p.D.v.G.,en,Good.m.p.D.v.G.,1.0,Praise
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,Jai prabamma,lt,She&#39;s fine.,1.0,Praise
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,Congratulations,en,Congratulations,1.0,Praise
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,ಮೇಡಮ್ ಆರೋಗ್ಯ ಇಲಾಖೆ ಯಲ್ಲಿ ಹೆಲ್ತ್ ಇನ್ಸ್ಪೆಕ್ಟರ್ ಕಾಲ್ ಮಾಡಿ 8 ವರ್ಷ ಆಯ್ತು ಇದರ ಬಗ್ಗೆ ಸ್ವಲ್ಪ ದನಿಯೆತ್ತಿ,kn,"Madam, it has been 8 years since the health inspector called the health department and raised some voice about this.",0.0,Healthcare
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,Meadam namma halleenda guruseddapuradavargea road madese meadam,se,Meadam namma halleenda guruseddapuradavargea road madese meadam,0.0,Infrastructure
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,,en,,,
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,,en,,,
1233910391626541,"ನವದೆಹಲಿಯಲ್ಲಿ ಸಂಸತ್ ಭವನದ ಆವರಣದಲ್ಲಿ  ಪ್ರಸಕ್ತ ವಿದ್ಯಮಾನಗಳ ಕುರಿತು ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡಲಾಯಿತು.
#MediaInteraction #ParliamentPremises #NewDelhi",Unknown,708,4,0,,en,,,
1234601161557464,"ನಮ್ಮ ದಾವಣಗೆರೆ ಸುತ್ತಮುತ್ತ ಒಂದು ನೋಟ...
#Davangere #Karnataka #Travel #Nature #Heritage",Unknown,117,3,0,,en,,,
1233824734968440,"ವಾರದ ವರದಿ; ಪ್ರಗತಿ ಮತ್ತು ಸೇವೆಯ ಹಾದಿ....
Mar 10 - Mar 16
#NammaPrabha #MPOfDavangere",Unknown,44,3,0,,en,,,
1234135431604037,"ನವದೆಹಲಿಯ ಕರ್ನಾಟಕ ಭವನದಲ್ಲಿ ನಡೆದ ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ಮಾತನಾಡಿದ ಸಂದರ್ಭ
#KarnatakaBhavan #NewDelhi #PressConference",Unknown,1487,64,2,"Voters of Davangare loksabha are very lucky to have our Madam as MP of the constituency ,",en,"Voters of Davangare loksabha are very lucky to have our Madam as MP of the constituency ,",1.0,Praise
1234135431604037,"ನವದೆಹಲಿಯ ಕರ್ನಾಟಕ ಭವನದಲ್ಲಿ ನಡೆದ ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ಮಾತನಾಡಿದ ಸಂದರ್ಭ
#KarnatakaBhavan #NewDelhi #PressConference",Unknown,1487,64,0,Super Prabha madam.,hi-Latn,Super Prabha madam.,1.0,Praise
1234135431604037,"ನವದೆಹಲಿಯ ಕರ್ನಾಟಕ ಭವನದಲ್ಲಿ ನಡೆದ ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ಮಾತನಾಡಿದ ಸಂದರ್ಭ
#KarnatakaBhavan #NewDelhi #PressConference",Unknown,1487,64,0,"Luckey to have MP like Prabha madam.
Thank you madam🙏🙏🙏",en,Luckey to have MP like Prabha madam. Thank you madam,1.0,Praise
1234135431604037,"ನವದೆಹಲಿಯ ಕರ್ನಾಟಕ ಭವನದಲ್ಲಿ ನಡೆದ ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ಮಾತನಾಡಿದ ಸಂದರ್ಭ
#KarnatakaBhavan #NewDelhi #PressConference",Unknown,1487,64,0,🚩💛❤️😘🇮🇳🇮🇳😆💐🌅💕🏦🏦😋🍡💋🌾🌾🎂🎂😀😀🥳✨😄🪖🪖🍥🍥😍😍🙏🙏🥳🍧🌟🏫🏫🧬🧬🧬 good morning madam super working speech madam love u 💕 so much madam all the best all up you madam congratulations 🚩💛❤️😘🇮🇳😆😆💐🌅🏦🏦🍦🍌🍌🥦🪕📷🏠🥰😃😃🤩😋😋🍡💋🌾🎂✨😄😄🪖🪖🍥🙏🍧🌟🏫🧬💕💕💕💕,en,🥳🪖🪖🥳🧬🧬🧬 good morning madam super working speech madam love u so much madam all the best all up you madam congratulations 🥦🪕🥰🤩🪖🪖🧬,1.0,Praise
1234135431604037,"ನವದೆಹಲಿಯ ಕರ್ನಾಟಕ ಭವನದಲ್ಲಿ ನಡೆದ ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ಮಾತನಾಡಿದ ಸಂದರ್ಭ
#KarnatakaBhavan #NewDelhi #PressConference",Unknown,1487,64,0,A ರಾಧಾ ಕೃಷ್ಣ ಮಾತಾಡು ಸ್ವಲ್ಪ ಏನಾದ್ರು ತಗೊಂಡ್ ಬಾ ಕಲ್ಬುರ್ಗಿ ge,tcy,A Radha Krishna talk a little enadru tagond ba Kalburgi ge,0.0,Education
1234135431604037,"ನವದೆಹಲಿಯ ಕರ್ನಾಟಕ ಭವನದಲ್ಲಿ ನಡೆದ ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ಮಾತನಾಡಿದ ಸಂದರ್ಭ
#KarnatakaBhavan #NewDelhi #PressConference",Unknown,1487,64,0,👏👏🌹🎉🌹,en,,,
1234135431604037,"ನವದೆಹಲಿಯ ಕರ್ನಾಟಕ ಭವನದಲ್ಲಿ ನಡೆದ ಪತ್ರಿಕಾಗೋಷ್ಠಿಯಲ್ಲಿ ಮಾತನಾಡಿದ ಸಂದರ್ಭ
#KarnatakaBhavan #NewDelhi #PressConference",Unknown,1487,64,0,ತಮ್ಮ ಹಾಗೂ ನಮ್ಮ ಹೆಮ್ಮೆಯ ಸಂಸದರಾದ ಶ್ರೀ ರಾಧಾಕೃಷ್ಣಜೀ ಯವರ ಹೋರಾಟ ಯಶಸ್ವಿಯಾಗಲಿ.,kn,"May the struggle of yours and our proud MP, Shri Radhakrishnaji, be successful.",1.0,Praise
1233122271705353,"ದಾವಣಗೆರೆಯ ಹಳೆ ಪಿ ಬಿ ರಸ್ತೆಯ ಖಬರಸ್ತಾನದಲ್ಲಿ ವಜುಖಾನ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿಯ ಭೂಮಿಪೂಜೆ ನೆರವೇರಿಸಿದ ಸಂದರ್ಭದಲ್ಲಿ ಮಾತನಾಡಿದ ಕ್ಷಣಗಳು
S S Mallikarjun 
#Davanagere #OldPBRoad #Khabrastan #Construction #BhoomiPooja",Unknown,5230,126,22,"ಗಲೀಜು ನಗರ ದಾವಣಗೆರೆ 
ಎಲ್ಲಿ ನೋಡಿದರೂ ಕಸ, ತಂಬಾಕು ಉಗುಳು, ರಸ್ತೆಯಲ್ಲಿ ಮಣ್ಣು, ಸರಿಯಾದ ಪಾದಚಾರಿ ಮಾರ್ಗ ಇಲ್ಲ,
ಆದರೂ ದಾವಣಗೆರೆ ಸ್ಮಾರ್ಟ್ ಸಿಟಿ",kn,"Davanagere is a dirty city. Everywhere you look, there is garbage, tobacco spit, mud on the roads, and no proper sidewalks. Yet, Davanagere is a smart city.",-1.0,Environment
