post_id,post_caption,content_type,total_likes,num_shares,comment_count,avg_sentiment_score,sentiment_variance,negative_comment_ratio,main_topic,most_positive_comment,original_positive_context,most_negative_comment,original_negative_context,weighted_engagement_rate
1195724588778455,"ಅನುದಾನ‌ ನೀಡುವಲ್ಲಿ ಕೇಂದ್ರದ ತಾರತಮ್ಯ...
#NammaPrabha #MPOfDavangere",Unknown,4796,130,1,0.0,,0.0,Praise,nic namaste,Nic namaste 🙏,No distinct negative comment,N/A,0.05746590909090909
1197614458589468,"ಆಯುಷ್ಮಾನ್ ಭಾರತ್ ಯೋಜನೆ ಅಡಿಯಲ್ಲಿ ಬಿಪಿಎಲ್ ಕಾರ್ಡ್ ಹೊಂದಿರುವವರ ಜೊತೆಗೆ ಆರ್ಥಿಕವಾಗಿ ಹಿಂದುಳಿದ ಬಡವರನ್ನು ಸೇರಿಸಬೇಕು ಹಾಗೂ
ವೈದ್ಯರು, ಸಂಪನ್ಮೂಲಗಳು ಮತ್ತು ಮೂಲಸೌಕರ್ಯಗಳ ಕೊರತೆಯನ್ನು ಪರಿಹರಿಸಲು ತೆಗೆದುಕೊಂಡ ಕ್ರಮಗಳು, ಪ್ರಸ್ತುತ ಯೋಜನೆಯಡಿಯ ಪಟ್ಟಿಯಲ್ಲಿರುವ ಆಸ್ಪತ್ರೆಗಳ ಸಂಖ್ಯೆ, ರಾಜ್ಯವಾರು ಅವುಗಳ ವ್ಯಾಪ್ತಿ ಮತ್ತು ಅನುಷ್ಠಾನದ ಪ್ರಗತಿಯ ವಿವರಗಳ ಕುರಿತು‌ ಸಂಸತ್ತಿನಲ್ಲಿ ನಡೆದ ಅಧಿವೇಶನದಲ್ಲಿ ಪ್ರಶ್ನಿಸಲಾಯಿತು
#Budgetsessions2025 #Loksabha #NammaPrabha #MPOfDavangere",Unknown,2497,160,1,1.0,,0.0,Praise,"Excellent, excellent, excellent Dr. Prabha mam","Excellent, excellent, excellent
Dr. Prabha mam",No distinct negative comment,N/A,0.03202272727272727
1203287948022119,"ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಗುಣಮಟ್ಟದ ಶಿಕ್ಷಣ, ಉದ್ಯೋಗ ಪಡೆಯಲು ಅಗತ್ಯವಿರುವ ತಂತ್ರಜ್ಞಾನ ಮತ್ತು ಕೌಶಲ್ಯ ತರಬೇತಿ ಜೊತೆಗೆ ಸ್ಪರ್ಧಾತ್ಮಕ ಪರೀಕ್ಷೆಗಳಿಗಾಗಿ ಪ್ರೋತ್ಸಾಹ ನೀಡುವುದು ನಮ್ಮ ಉದ್ದೇಶ
#QualityEducation #SkillDevelopment",Unknown,2039,62,1,1.0,,0.0,Praise,"Good work madam, please bring government medical college to davangere it will benefit needy and poor people.","Good work madam, please bring government medical college to davangere it will benefit needy and poor people.",No distinct negative comment,N/A,0.02459090909090909
1212649423752638,"ಮಹಾಶಿವರಾತ್ರಿ ಹಬ್ಬದ ಮಹೋತ್ಸವದಲ್ಲಿನ ಕ್ಷಣಗಳು..
#NammaPrabha #MPOfDavangere",Unknown,2744,23,1,0.0,,0.0,Praise,Hara Hara Mahadeva,❤️ Hara Hara Mahadeva ❤️,No distinct negative comment,N/A,0.03171590909090909
1215473753470205,"ಕ್ಷೇತ್ರದಲ್ಲಿ ವಿವಾಹ ಕಾರ್ಯಕ್ರಮಗಳು ಹಾಗೂ ಪೂಜಾ ಮಹೋತ್ಸವದಲ್ಲಿ ಭಾಗವಹಿಸಿದ ಕ್ಷಣಗಳು..
#NammaPrabha #MPOfDavangere",Unknown,3467,42,3,0.5,0.5,0.0,Healthcare,Good morning good day akka,Good morning good day akka 🌅🌹🌹📗🔔💐🙏,Karnataka,"❤️ Sindoor ❤️
Karnataka 💐",0.04038636363636364
1220779839606263,"ಅಂತರಾಷ್ಟ್ರೀಯ ಮಹಿಳಾ ದಿನಾಚರಣೆಯ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಬಾಪೂಜಿ ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಯ ಎಲ್ಲಾ ಮಹಿಳಾ ಸಿಬ್ಬಂದಿ ವರ್ಗದವರಿಗೆ ಮಿಸ್.ಪಾರ್ವತಿ ಹೆಸರಿನಲ್ಲಿ ಕಲೋತ್ಸವ ಹಾಗೂ ಕ್ರೀಡೋತ್ಸವ ಸ್ಪರ್ಧೆಗಳನ್ನು ಆಯೋಜಿಸಲಾಗಿದೆ.ಬನ್ನಿ ಭಾಗವಹಿಸಿ...
#BapujiEducationalInstitution #KalaUtsav",Unknown,4957,237,2,1.0,0.0,0.0,Praise,"Sister, millions of greetings for your words of wisdom, 🧡🤍 (Greetings Davangere)","ಅಕ್ಕ ನಿಮ್ಮ ನುಡಿ ಮುತ್ತುಗಳಿಗೆ ಕೋಟಿ ಕೋಟಿ ನಮಸ್ಕಾರಗಳು,🙏🙏👌🌹👍🧡🤍💚 (ನಮಸ್ಕಾರ ದಾವಣಗೆರೆ)",No distinct negative comment,N/A,0.061738636363636364
1220843449599902,"ಅಂತರಾಷ್ಟ್ರೀಯ ಮಹಿಳಾ ದಿನಾಚರಣೆಯ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಬಾಪೂಜಿ ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಯ ಎಲ್ಲಾ ಮಹಿಳಾ ಸಿಬ್ಬಂದಿ ವರ್ಗದವರಿಗೆ ಮಿಸ್.ಪಾರ್ವತಿ ಹೆಸರಿನಲ್ಲಿ ಕಲೋತ್ಸವ ಹಾಗೂ ಕ್ರೀಡೋತ್ಸವ ಸ್ಪರ್ಧೆಗಳನ್ನು ಆಯೋಜಿಸಲಾಗಿದೆ.ಬನ್ನಿ ಭಾಗವಹಿಸಿ...
#BapujiEducationalInstitution #KalaUtsav",Unknown,2193,47,4,,,0.0,N/A,No analyzable text comments,N/A,No distinct negative comment,N/A,0.02603409090909091
1222192379465009,"ಮಹಿಳಾ ದಿನಾಚರಣೆ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ವಿಜಯವಾಣಿ ಪತ್ರಿಕೆ ನಡೆಸಿದ ಸಂದರ್ಶನದಲ್ಲಿ ಅನಿಸಿಕೆಗಳನ್ನು ಹಂಚಿಕೊಂಡ ಕ್ಷಣ...
#Vijayavani #ThoughtsShared",Unknown,2539,82,1,1.0,,0.0,Praise,Nice words madam,Nice words madam,No distinct negative comment,N/A,0.030727272727272728
1224515805899333,"ದಂತ ಆರೋಗ್ಯ ಹಾಗೂ ಸುರಕ್ಷತೆ ಬಗ್ಗೆ ವಿದ್ಯಾರ್ಥಿಗಳಲ್ಲಿ ಅರಿವು ಮೂಡಿಸಿದ ಸಂದರ್ಭ....
#DentalHealthAwareness #StudentWellness",Unknown,2072,39,6,0.6666666666666666,0.2666666666666667,0.0,Praise,"Thanks madam, please bring government medical college to davangere, it will truly benefit needy and poor people.","Thanks madam, please bring government medical college to davangere, it will truly benefit needy and poor people.",SS Mallikarjun Khan,SS Mallikarjun Khan,0.0245
1225527929131454,"ನನ್ನ ಜನ್ಮದಿನವನ್ನು ಅರ್ಥಪೂರ್ಣವಾಗಿ ಆಚರಿಸಿದ  ಪ್ರತಿಯೊಬ್ಬರಿಗೂ ಹೃತ್ಪೂರ್ವಕ ಧನ್ಯವಾದಗಳು.
ನನ್ನ ಸಲಹೆಗೆ ಸ್ಪಂದಿಸಿ ಯಾವುದೇ ದುಂದುವೆಚ್ಚಗಳಿಗೆ ಆದ್ಯತೆ ‌ನೀಡದೆ ಜನಪರ ಕಾರ್ಯದ ಮೂಲಕ ಶುಭಕೋರಿದ ಎಲ್ಲರಿಗೂ‌ ನನ್ನ ನಮನಗಳು...
#NammaPrabha #davangere #MPOfDavangere #ForThePeople #birthdayblessings #teamprabhavikas",Unknown,1930,35,4,1.0,0.0,0.0,Praise,"Happy birthday, madam.",ಹುಟ್ಟು ಹಬ್ಬದ ಶುಭಾಶಯಗಳು ಮೇಡಂ,No distinct negative comment,N/A,0.022772727272727274
