post_id,post_caption,content_type,total_likes,num_shares,comment_count,avg_sentiment_score,sentiment_variance,negative_comment_ratio,main_topic,most_positive_comment,original_positive_context,most_negative_comment,original_negative_context,weighted_engagement_rate
1170860151264899,"ಮುಂಜಾನೆಯ ಶುಭೋದಯಗಳು
#NammaPrabha #MPOfDavangere
#ForThePeople #PrabhaForThePeople
#VoiceOfDavangere #DevelopmentForAll
#Davangere #IndianNationalCongress
#INC #Karnataka #tuesdaythoughts",Unknown,119,3,3,1.0,,0.0,Praise,"Akka,happy,new,year","Akka,happy,new,year",No distinct negative comment,N/A,0.0014545454545454545
1170913531259561,"ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಪ್ರವಾಸಿತಾಣಗಳ ಸಮಗ್ರ ಮಾಹಿತಿಯೊಂದಿಗೆ ಸಿದ್ದಪಡಿಸಲಾದ ನೂತನ 2025 ರ ಕ್ಯಾಲೆಂಡರ್...
#NammaPrabha #MPOfDavangere #calender #2025",Unknown,625,86,2,1.0,0.0,0.0,Praise,Wish you happy new year madam,Wish you happy new year  madam,No distinct negative comment,N/A,0.009079545454545455
1171173664566881,"Life is a symphony of moments. Play your part with passion, purpose, and precision.
#NammaPrabha #MPOfDavangere
#ForThePeople #PrabhaForThePeople
#VoiceOfDavangere #DevelopmentForAll
#Davangere #IndianNationalCongress
#INC #Karnataka",Unknown,795,12,18,1.0,0.0,0.0,Praise,Wish you very happy New year and many more wonderful years filled with happiness in,Wish you very happy New year and many more wonderful years filled with happiness in,No distinct negative comment,N/A,0.009511363636363636
1171178564566391,"ಭವಿಷ್ಯದ ಬರಹದಲ್ಲಿರುವ ವಿದ್ಯಾರ್ಥಿಗಳೊಂದಿಗೆ ಒಂದು ಸಂವಾದ.....ಸರ್ಕಾರಿ ಕಾಲೇಜಿನ ವಿಜ್ಞಾನ ವಿಭಾಗದ ವಿದ್ಯಾರ್ಥಿಗಳಿಗಾಗಿ ಸಕ್ಷಮ ಯೋಜನೆಯಡಿ ನೀಟ್ ಹಾಗೂ ಸಿಇಟಿ ತರಬೇತಿಗೆ ಚಾಲನೆ ನೀಡುವ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿಗಳು ಸಕ್ಷಮ ಕಾರ್ಯಕ್ರಮ ಕುರಿತು ಅನಿಸಿಕೆ ಹಂಚಿಕೊಂಡ ಸಂದರ್ಭ ಹಾಗೂ ಯೋಜನೆಯ ಬಗ್ಗೆ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಮಾರ್ಗದರ್ಶನ ನೀಡಿದ ಕ್ಷಣ..
#NammaPrabha #MPOfDavangere
#ForThePeople #PrabhaForThePeople
#VoiceOfDavangere #DevelopmentForAll
#Davangere #IndianNationalCongress
#INC #Karnataka #testimonial #talks",Unknown,206,4,4,0.6666666666666666,0.33333333333333337,0.0,Praise,Beautiful and good work keep it up,Beautiful and good work keep it up ❤️,Please tell me the name of the Harihara Talukinna school.,Num harihara talukinna school ge banni medam please,0.0024772727272727273
1171258714558376,"ಹೊಸ ವರ್ಷವು ಎಲ್ಲರ ಬಾಳಿನಲ್ಲಿ ಹೊಸ ಕನಸುಗಳಿಗೆ ಬೆಳಕಾಗಿ, ಹೊಸ ಪ್ರಯತ್ನಗಳಿಗೆ ಶಕ್ತಿಯಾಗಲಿ. 2025 ರ ಈ ವರ್ಷ ನಿಮ್ಮೆಲ್ಲರ ಪ್ರತಿ ಹೆಜ್ಜೆಯೂ ಯಶಸ್ಸು ತರುವಂತಾಗಲಿ. ಜೀವನದಲ್ಲಿ ಶಾಂತಿ,ಸಮೃದ್ದಿ, ಆರೋಗ್ಯ ಹೆಚ್ಚಾಗಲಿ.... 
ಎಲ್ಲರಿಗೂ ಹೊಸ ವರ್ಷದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು.....
#NammaPrabha #MPOfDavangere #newyear #2025",Unknown,480,18,32,1.0,0.0,0.0,Praise,Good wishes for you for the new year all good luck,Good wishes for you for the new year all good luck,No distinct negative comment,N/A,0.006227272727272727
1171741177843463,"ಮುಂಜಾನೆಯ ಶುಭೋದಯಗಳು
#NammaPrabha #MPOfDavangere
#ForThePeople #PrabhaForThePeople
#VoiceOfDavangere #DevelopmentForAll
#Davangere #IndianNationalCongress
#INC #Karnataka #wednesdaythoughts",Unknown,205,7,8,0.75,0.25,0.0,Praise,"Happy New Year, Madam,.........!!!!!","ಹೊಸ  ವರುಷದ  ಹಾರ್ದಿಕ  ಶುಭಾಷಯಗಳು  ಮೇಡಂ ,.........!!!!!","Madam ,.........!!!!!","Madam ,.........!!!!!",0.0025795454545454546
1172093024474945,"#NammaPrabha #MPOfDavangere
#ForThePeople #PrabhaForThePeople
#VoiceOfDavangere #DevelopmentForAll
#Davangere #IndianNationalCongress
#INC #Karnataka",Unknown,1273,60,50,0.8666666666666667,0.11954022988505746,0.0,Praise,"We also wish you happy New year and pray may almighty bless you with good health , happiness and prosperity in your political life.","We also wish you happy New year and pray may almighty bless you with good health , happiness and prosperity in your political life.",Congralation,Congralation,0.016397727272727272
1172622564421991,"ದಾವಣಗೆರೆಯಲ್ಲಿ ಇದೇ  ಜನವರಿ 5 ಹಾಗೂ 6 ರಾಜ್ಯಮಟ್ಟದ ಯುವಜನೋತ್ಸವ ನಡೆಯುತ್ತಿದ್ದು.ಈ ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಎಲ್ಲರಿಗೂ ಆತ್ಮೀಯ ಸ್ವಾಗತ....
#NammaPrabha #MPOfDavangere #youth",Unknown,240,10,3,0.0,1.0,0.3333333333333333,Economy,Thank you mam,Thank you mam,Give jobs to the young people first.... not just a slob.... even in business madbardhu....,ಯುವ ಜನರಿಗೆ ಮೊದಲು ಉದ್ಯೋಗ ಕೊಡಿ.... ಸುಮ್ನೆ ಕುಣಿಸೋದ್ ಅಲ್ಲ.... ಅದ್ರಲ್ಲೂ ಬಿಸಿನೆಸ್ madbardhu....,0.0029886363636363635
1172660901084824,"ಶ್ರೀ ತರಳಬಾಳು ಬೃಹನ್ಮಠದ ಜಗದ್ಗುರುಗಳಾದ ಶ್ರೀ ಶಿವಮೂರ್ತಿ ಶಿವಾಚಾರ್ಯ ಮಹಾಸ್ವಾಮೀಜಿಯವರು ಬೆಂಗಳೂರಿನಲ್ಲಿ ಶಿವಶಂಕರಪ್ಪಾಜಿಯವರನ್ನು ಭೇಟಿ ಮಾಡಿ ಆರೋಗ್ಯ ವಿಚಾರಿಸಿದರು.
S S Mallikarjun Shivashankarappa Shamanur 
#NammaPrabha #MPOfDavangere",Unknown,1665,36,46,0.8,0.27368421052631575,0.05,Praise,"Shamanur Ajaja is a great man, no one should speak badly about him, let everyone remember him as the great banyan tree of our society, he values gurus in the same way, all the devotees of the society value both of them, but first new Peethadhipatis should be appointed for the Sirigere and Sanihalli Maths of our society, it should be done under the leadership of the leaders of the society Shamanur Ajaja and Shankar Bidari Sir, this is not the time to blame anyone, everyone should do work that is good for the next generation of the society, it should be done by the Swamijis and leaders, devotees all together, on the next full moon day of Bharamasagara, the Swamijis and leaders, devotees all together should do it with enthusiasm, this is what everyone wants....","ಶಾಮನೂರ್ ಅಜ್ಜ ದೊಡ್ಡ ವ್ಯಕ್ತಿ, ಅವರ ಬಗ್ಗೆ ಯಾರು ಕೆಟ್ಟದಾಗಿ ಮಾತಾಡದು ಬೇಡ, ನಮ್ಮ ಸಮಾಜದ ದೊಡ್ಡ ಆಲದ ಮರ ಅವರು ನೆನಪಿರಲಿ ಎಲ್ಲರಿಗೂ, ಅದೇ ತರ ಗುರುಗಳಿಗೂ ಬೆಲೆ ಕೊಡ್ತಾರೆ ಅವರು, ಸಮಾಜದ ಎಲ್ಲ ಭಕ್ತರು ಇಬ್ಬರಿಗೂ ಬೆಲೆ ಕೊಡ್ತಾರೆ, ಆದ್ರೆ ಮೊದಲು ನಮ್ಮ ಸಮಾಜದ ಸಿರಿಗೆರೆ ಮತ್ತು ಸಾಣಿಹಳ್ಳಿ ಮಠಕ್ಕೆ ಹೊಸ ಪೀಠಧಿಪತಿಗಳು ನೇಮಕಾವಾಗಬೇಕು, ಅದು ಸಮಾಜದ ಮುಖಂಡರು ಶಾಮಾನುರ್ ಅಜ್ಜ ಮತ್ತು ಶಂಕರ್ ಬಿದರಿ ಸರ್ ಅವರ ನೇತೃತ್ವದಲ್ಲಿ ನಡೆಯಲಿ, ಇಲ್ಲಿ ಯಾರ್ ಯಾರನ್ನು ದುಶಿಸುವ ಸಮಯ ಅಲ್ಲ, ಸಮಾಜದ ಮುಂದಿನ ಪೀಳಿಗೆಗೆ ಒಳ್ಳೇದಾಗೋ ತರ ಕೆಲಸ ಎಲ್ಲರೂ ಮಾಡಬೇಕು, ಅದು ಸ್ವಾಮೀಜಿಗಳು ಮತ್ತು ಮುಖಂಡರು, ಭಕ್ತರು ಎಲ್ಲರೂ ಸೇರಿ ಮಾಡಬೇಕು, ಮುಂದಿನ ಭರಮಸಾಗರ ತರಳಬಾಳು ಹುಣ್ಣಿಮೆಯ ಅಲ್ಲಿ ಎಲ್ಲ ಶಾಖಾಮಠದ ಸ್ವಾಮೀಜಿಗಳು ಮತ್ತು ಮುಖಂಡರು, ಭಕ್ತರು ಎಲ್ಲರೂ ಸೇರಿ ವಿಜೃಂಭಣೆ ಇಂದ ಮಾಡಬೇಕು ಇದು ಎಲ್ಲರೂ ಬಯಸುತ್ತಿರುವುದು....",You forget your teachers to get your work done. You keep criticizing the teachers of society for your work. Our society is getting ruined by listening to shameless people like you.,ತಮಗೆ ತಮ್ಮ ಕೆಲಸಗಳು ಆಗಲು ಗುರುಗಳ ಮರೆಹೋಗುತ್ತೀರಿ ನಿಮ್ಮ ಕೆಲಸದ ಮೇಲೆ ಸಮಾಜದ ಗುರುಗಳಿಗೆ ಬೈಯುತ್ತಿರಿ ನಿಮ್ಮಂತ ಲಜ್ಜೆಗೆಟ್ಟವರ ಮಾತು ಕೇಳುವ ನಮ್ಮ ಸಮಾಜ ಹಾಳಾಗುತ್ತಿದೆ,0.020261363636363636
1173259664358281,"ದಾವಣಗೆರೆಯಲ್ಲಿ ಇದೇ  ಜನವರಿ 5 ಹಾಗೂ 6 ರಾಜ್ಯಮಟ್ಟದ ಯುವಜನೋತ್ಸವ ನಡೆಯುತ್ತಿದ್ದು.ಈ ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಎಲ್ಲರಿಗೂ ಆತ್ಮೀಯ ಸ್ವಾಗತ....
Siddaramaiah 
#NammaPrabha #MPOfDavangere #youth",Unknown,242,10,3,0.0,,0.0,Praise,"Madam please erect Cultural leader of Lord Basaweshawar portrait at Events, youths should know what the Karnataka culture.","Madam please erect Cultural leader of Lord Basaweshawar portrait at Events, youths should know what the Karnataka culture.",No distinct negative comment,N/A,0.0030113636363636362
1173380941012820,"Friday faceoff!
ಮುಖಾಮುಖಿ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ....
ಜನರೇ ನೀಡಿದ ಜವಾಬ್ದಾರಿ ಅದನ್ನು ನಿಭಾಯಿಸುವುದು ನಮ್ಮಕರ್ತವ್ಯ..ಸಂಸದೆಯಾಗಿ ನನ್ನ ಕ್ಷೇತ್ರದ ಸಮಗ್ರ ಅಭಿವೃದ್ಧಿಗೆ ನಾನು ಸದಾಸಿದ್ದ ಜೊತೆಗೆ ಶಾಮನೂರು ಕುಟುಂಬ ಜನರ ಒಳಿತಿಗಾಗಿ ಹಾಗೂ ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ಅಭಿವೃದ್ಧಿಗೆ ಯಾವಾಗಲೂ ಬದ್ದ....
#NammaPrabha #MPOfDavangere",Unknown,457,23,10,0.0,0.5,0.2222222222222222,Criticism,Sharanu Sharanarthi Sharane Doctor Prabha Mother good luck,"ಶರಣು ಶರಣಾರ್ಥಿ ಶರಣೆ ಡಾಕ್ಟರ್ ಪ್ರಭಾ ತಾಯಿ 
ಶುಭವಾಗಲಿ","In a Hindu country that has been divided on the basis of Hinduism, fanatical demonic jihadists are daily violating the Constitution and all the laws of the country, setting fire to Hindu religious programs and bombing innocent Hindus across the state, why don&#39;t you raise your voice against fanatical jihadists? Are money, power and vote bank politics important to you? Aren&#39;t you ashamed of the birth of Hindu-hating, anti-national Congress terrorists?",ಹಿಂದು ಧರ್ಮದ ಆಧಾರದಲ್ಲಿ ವಿಭಜನೆ ಆದಂತ ಹಿಂದು ದೇಶದಲ್ಲಿ.ಮತಾಂಧ ನರರಾಕ್ಷಸ ಜೀಹಾಧಿಗಳಿಂದ ದಿನನಿತ್ಯ ಸಂವಿಧಾನದ ಮತ್ತು ದೇಶದ ಎಲ್ಲಾ ಕಾನೂನನಗಳನ್ನ ಹಿಂದು ಧರ್ಮದ ಧಾರ್ಮಿಕ ಕಾರ್ಯಕ್ರಮಗಳ ಮೇಲೆ ನೆಲಮಂಗಲ ದಾವಣಗೆರೆ ಹೀಗೆ ರಾಜ್ಯದ್ಯಂತ ಬೆಂಕಿ ಹಚ್ಚಿ ಬಾಂಬ್ ಹಾಕಿ ಅಮಾಯಕ ಅಹಿಂಸಾ ಹಿಂದುಗಳ ಮಾರಣ ಹೋಮಗಳನ್ನ ಮಾಡುತ್ತಿರುವಂತ ಮತಾಂಧ ಜಿಹಾದಿಗಳ ವಿರುದ್ಧ ದ್ವನಿ ಎತ್ತುವುದಿಲ್ಲ ‌ಏಕೇ.ನಿಮಗೆ ಹಣ ಅಧಿಕಾರದ ಓಟ್ ಬ್ಯಾಂಕ್ ರಾಜಕಾರಣವೇ ಮುಖ್ಯವೇ.ಹಿಂದು ದ್ವೇಷಿ ದೇಶದ್ರೊಹಿ ಕಾಂಗ್ರೆಸ್ ಭಯೊತ್ಪಾಧಕರ ಜನುಮಕ್ಕೆ ನಾಚಿಕೆ ಆಗಿಲ್ಲವೇ.,0.0058295454545454544
1173768120974102,"ಗೃಹಕಚೇರಿಗೆ ಆಗಮಿಸಿದ ಸಾರ್ವಜನಿಕರು,ವಿವಿಧ ಸಂಘಸಂಸ್ಥೆಗಳ ಮುಖಂಡರು ಹಾಗೂ ಅಧಿಕಾರಿಗಳೊಂದಿಗೆ ಮಾತುಕತೆ ನಡೆಸಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",Unknown,728,17,10,0.8333333333333334,0.16666666666666669,0.0,Praise,Congratulations madam,Congratulations madam 🎊,Karnataka&#39;s Amma,ಕರ್ನಾಟಕ ದ ಅಮ್ಮ 🌹,0.008772727272727272
1173940070956907,"ಬಾಪೂಜಿ ಹೈಸ್ಕೂಲ್ ಅಲ್ಯುಮ್ನಿ ಟ್ರಸ್ಟ್ ನ ಹಿರಿಯ ವಿದ್ಯಾರ್ಥಿಗಳು ಮಾಯಕೊಂಡ ಕ್ಷೇತ್ರದ ಕಂದನಕೋವಿ ಗ್ರಾಮದಲ್ಲಿ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆ ನವೀಕರಿಸಿದ್ದು ಶ್ಲಾಘನೀಯ. ಇದೇ ವೇಳೆ ಉದ್ಘಾಟನೆ ನೆರವೇರಿಸಲಾಯಿತು.ಬಾಪೂಜಿ ಹೈಸ್ಕೂಲ್‌ನಲ್ಲಿ ಕಲಿತ ವಿದ್ಯಾರ್ಥಿಗಳು ಒಗ್ಗೂಡಿ  ಸರ್ಕಾರಿ ಶಾಲೆಯನ್ನು ನವೀಕರಿಸಿರುವ ಕಾರ್ಯ ಮಾದರಿಯಾಗಿದೆ.
#NammaPrabha #MPOfDavangere",Unknown,276,2,7,0.75,0.25,0.0,Praise,"Appreciate. At this rate, Madam will get elected unopposed next time","Appreciate. At this rate, Madam will get elected unopposed next time",🫡🫡,👏🎉🎊🫡🫡😊💐💐💐💐🌹,0.0032613636363636365
1173964127621168,"ಮಾಯಕೊಂಡ ಕ್ಷೇತ್ರದ ಕಂದನಕೋವಿ ಗ್ರಾಮದಲ್ಲಿ  ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಯ ಕೊಠಡಿಗಳಿಗೆ ಭೇಟಿ ನೀಡಿ ವಿದ್ಯಾರ್ಥಿಗಳು ಸಿದ್ದಪಡಿಸಿದ ಮಾದರಿಗಳನ್ನು ವೀಕ್ಷಿಸಲಾಯಿತು.
#NammaPrabha #MPOfDavangere",Unknown,241,6,2,0.0,0.0,0.0,Criticism,"My name is Davanagere,","Nama Davanagere belaku ,",No distinct negative comment,N/A,0.0028977272727272727
